CLIENTNUM,Income_Category_Id,Education_Level_Id,Card_Category_Id,Marital_Status_Id,Attrition_Flag,Customer_Age,Months_on_book,Avg_Utilization_Ratio,Total_Ct_Chng_Q4_Q1,Total_Trans_Ct,Total_Trans_Amt,Total_Amt_Chng_Q4_Q1,Avg_Open_To_Buy,Total_Revolving_Bal,Credit_Limit,Contacts_Count_12_mon,Months_Inactive_12_mon,Total_Relationship_Count
712662783,0,2,0,1,1,43.0,36,0.664,0.629,57,2577,0.512,1276.0,2517,3793.0,6,2,1
712663533,1,1,0,0,0,40.0,32,0.6779999999999999,0.8240000000000001,62,3903,0.762,785.0,1656,2441.0,2,4,6
712664658,0,3,0,0,1,35.0,30,0.0,0.588,54,2549,0.6829999999999999,1649.0,0,1649.0,2,2,2
712665633,0,3,1,1,0,43.0,30,0.14400000000000002,0.457,51,3472,0.414,11088.0,1864,12952.0,4,1,6
712667058,0,3,0,0,0,39.0,29,0.635,0.81,76,4531,0.908,573.0,995,1568.0,3,1,4
712667958,4,0,0,0,0,40.0,36,0.35100000000000003,0.972,71,3732,0.977,3749.0,2024,5773.0,2,3,4
712669983,3,3,0,0,0,39.0,30,0.16,0.7859999999999999,75,4347,0.449,8405.0,1604,10009.0,3,3,5
712672083,0,1,0,1,0,65.0,36,0.519,0.7140000000000001,24,948,0.491,691.3,747,1438.3,2,3,3
712673283,0,3,0,0,0,36.0,26,0.0,0.7709999999999999,85,4886,0.8270000000000001,1438.3,0,1438.3,3,2,3
712674183,1,2,0,1,0,53.0,33,0.536,0.2,36,1271,0.321,1885.0,2180,4065.0,1,3,3
712675158,2,3,0,0,0,56.0,36,0.237,0.667,75,4160,1.268,5399.0,1676,7075.0,2,3,5
712676208,0,1,0,0,0,46.0,36,0.741,1.026,79,4084,0.684,463.0,1324,1787.0,3,3,6
712677633,0,0,0,2,1,42.0,31,0.0,0.474,28,2307,0.7240000000000001,2712.0,0,2712.0,4,3,3
712681608,0,0,0,0,0,54.0,36,0.298,0.556,70,4011,0.48,3187.0,1355,4542.0,2,4,5
712682583,2,1,0,0,0,44.0,35,0.16699999999999998,0.765,90,4984,0.7240000000000001,4952.0,995,5947.0,2,2,3
712683633,0,3,0,1,1,32.0,36,0.0,0.321,37,2464,0.569,1438.3,0,1438.3,3,3,5
712685733,0,3,1,0,0,57.0,36,0.049,0.619,68,3498,0.823,32818.0,1698,34516.0,2,3,6
712687083,2,3,0,1,0,44.0,24,0.0,0.6940000000000001,83,7234,0.649,15043.0,0,15043.0,3,1,1
712688433,4,1,0,2,0,36.0,36,0.461,0.857,65,2406,1.055,1836.0,1568,3404.0,3,2,3
712689333,3,3,0,0,0,38.0,28,0.059,0.632,31,1102,0.66,19038.0,1203,20241.0,2,3,4
712690458,0,0,0,1,0,38.0,28,0.521,0.687,113,15982,0.917,1738.0,1891,3629.0,2,1,1
712691883,0,1,0,1,1,41.0,36,0.855,0.464,41,2245,0.491,407.0,2404,2811.0,2,2,3
712693908,4,3,0,1,1,43.0,31,0.056,0.684,32,1871,0.7490000000000001,13100.0,783,13883.0,1,4,2
712700358,0,0,0,0,0,36.0,26,0.688,0.7140000000000001,60,2411,0.6709999999999999,625.0,1377,2002.0,2,3,4
712701333,2,1,0,1,0,53.0,43,0.412,0.5,27,1219,0.374,3095.0,2169,5264.0,2,3,5
712704933,1,1,0,1,1,49.0,43,0.0,0.464,41,2227,0.601,4048.0,0,4048.0,3,3,4
712706058,0,3,0,0,1,44.0,37,0.0,0.484,46,1970,0.551,1491.0,0,1491.0,4,2,1
712707408,0,3,0,1,0,43.0,33,0.332,1.036,57,3919,0.746,3439.0,1713,5152.0,2,2,4
712709508,0,3,0,0,0,48.0,40,0.0,0.8,63,2645,0.596,8012.0,0,8012.0,4,3,3
712710708,1,1,0,0,0,55.0,36,0.403,0.29,40,1445,0.607,3727.0,2517,6244.0,0,2,5
712713108,0,3,0,1,0,61.0,36,0.925,0.604,85,4802,0.955,152.0,1883,2035.0,3,2,6
712714008,1,3,0,1,0,39.0,28,0.845,0.8,81,4714,0.8759999999999999,423.0,2302,2725.0,2,3,2
712715208,3,1,0,0,1,52.0,44,0.0,0.5,51,2387,0.544,3770.0,0,3770.0,2,3,1
712716108,0,3,0,0,0,46.0,36,0.368,0.593,86,7950,0.813,3655.0,2130,5785.0,1,1,1
712718958,1,1,0,2,0,49.0,36,0.65,0.6559999999999999,101,15019,0.879,1158.0,2150,3308.0,1,1,2
712720158,0,3,0,1,0,68.0,56,0.119,1.909,32,1910,1.255,12208.0,1652,13860.0,3,2,5
712721358,0,0,0,2,1,48.0,36,0.618,0.433,43,2059,0.575,1556.0,2517,4073.0,2,3,5
712723608,0,0,0,1,0,44.0,36,0.0,1.062,66,3999,0.6779999999999999,1713.0,0,1713.0,4,2,6
712724733,0,4,0,0,0,31.0,19,0.626,0.732,71,3959,0.569,1035.0,1731,2766.0,1,3,6
712727283,2,3,0,1,0,55.0,36,0.273,0.75,28,1281,0.397,3391.0,1275,4666.0,3,2,4
712730583,2,0,0,1,0,29.0,20,0.14,0.852,50,1842,0.778,7391.0,1201,8592.0,3,2,5
712732908,3,3,0,1,0,36.0,36,0.6409999999999999,0.787,84,4116,0.735,812.0,1450,2262.0,1,3,5
712733958,0,3,0,0,1,46.0,36,0.0,1.0,46,2304,0.529,1731.0,0,1731.0,3,3,6
712734933,0,2,0,1,1,43.0,36,0.0,0.345,39,1952,0.563,4020.0,0,4020.0,3,2,5
712737108,0,1,0,1,0,48.0,36,0.0,0.923,75,4221,0.7020000000000001,21416.0,0,21416.0,2,1,4
712740108,0,0,0,2,1,43.0,33,0.0,0.5,45,2371,0.601,1706.0,0,1706.0,1,3,6
712742808,0,0,0,1,0,41.0,29,0.378,0.615,21,1184,0.403,1880.0,1142,3022.0,3,3,5
712747758,0,0,0,0,1,50.0,36,0.0,0.387,43,2037,0.445,2477.0,0,2477.0,3,2,2
712751133,2,5,0,0,1,42.0,35,0.121,0.312,42,1829,0.585,9959.0,1369,11328.0,3,3,3
712753758,0,1,0,0,0,57.0,41,0.696,0.562,75,4313,0.639,743.0,1699,2442.0,3,4,4
712755783,1,3,0,2,0,49.0,40,0.0,0.75,77,3886,0.675,1438.3,0,1438.3,3,2,3
712757808,0,0,0,1,0,33.0,22,0.0,0.7390000000000001,40,1731,0.677,1544.0,0,1544.0,4,2,4
712760208,0,3,0,1,0,42.0,31,0.177,0.55,93,7921,0.7759999999999999,5559.0,1192,6751.0,1,2,3
712762758,2,3,0,1,0,46.0,34,0.135,0.975,79,3179,0.6809999999999999,8171.0,1280,9451.0,0,2,4
712763808,2,3,0,0,0,38.0,36,0.304,0.241,36,1468,0.401,4655.0,2037,6692.0,3,3,3
712765158,0,1,0,0,0,26.0,15,0.852,0.382,47,2386,0.635,377.0,2162,2539.0,3,3,5
712766208,4,0,1,0,1,45.0,36,0.0,0.615,84,8603,0.732,34516.0,0,34516.0,1,2,4
712767858,1,2,0,0,1,42.0,30,0.85,0.593,43,2181,0.491,215.3,1223,1438.3,3,2,5
712768983,3,3,1,0,1,51.0,42,0.006999999999999999,0.5479999999999999,65,8629,1.004,34286.0,230,34516.0,2,4,6
712770408,0,3,0,1,1,42.0,36,0.0,0.429,40,2285,0.593,3413.0,0,3413.0,2,3,6
712771233,3,3,0,0,0,52.0,36,0.504,0.818,80,4461,0.7509999999999999,1248.0,1268,2516.0,1,4,3
712774008,0,0,0,1,0,59.0,46,0.639,0.545,34,1489,0.376,1422.0,2517,3939.0,2,1,6
712774908,0,1,0,1,0,41.0,29,0.715,0.66,83,5111,0.794,740.0,1861,2601.0,2,2,2
712777233,0,3,0,0,1,65.0,48,0.0,0.889,51,2701,0.725,1671.0,0,1671.0,3,4,1
712778658,0,3,0,1,0,52.0,39,0.454,0.8,63,4238,0.772,1092.0,909,2001.0,3,3,4
712781883,0,0,0,1,0,36.0,36,0.206,0.804,83,5121,0.848,2074.0,537,2611.0,3,1,6
712783083,0,1,0,1,1,48.0,37,0.0,0.458,35,2013,0.504,3607.0,0,3607.0,3,2,1
712784058,0,1,0,2,1,45.0,36,0.147,0.32,33,1142,0.7170000000000001,14639.0,2517,17156.0,3,4,6
712788258,1,2,0,1,0,48.0,34,0.7340000000000001,0.905,80,7265,0.6990000000000001,508.0,1405,1913.0,1,2,2
712789383,4,3,0,1,0,52.0,44,0.226,0.639,59,2048,0.7759999999999999,7177.0,2097,9274.0,4,1,6
712790358,0,0,0,1,1,39.0,30,0.446,0.63,44,2219,0.358,1675.0,1348,3023.0,4,3,6
712795833,0,3,0,1,1,34.0,36,0.501,0.481,40,2270,0.5870000000000001,2504.0,2517,5021.0,4,2,2
712797258,4,3,0,1,0,43.0,33,0.062,0.583,38,1463,0.5870000000000001,32387.0,2129,34516.0,3,1,3
712801758,1,3,0,0,0,37.0,27,0.942,0.75,63,3052,0.7140000000000001,156.0,2517,2673.0,2,1,6
712802733,0,1,0,2,0,45.0,36,0.125,0.556,70,2965,0.879,4801.0,685,5486.0,4,1,3
712804383,0,2,0,1,0,56.0,38,0.557,0.907,82,4684,0.49,949.0,1194,2143.0,2,1,1
712805658,0,0,0,0,0,56.0,46,0.0,0.7140000000000001,72,4803,0.617,2258.0,0,2258.0,2,3,4
712807758,0,3,0,0,1,47.0,39,0.0,0.778,32,2476,0.502,1438.3,0,1438.3,3,3,3
712810233,0,3,0,1,0,40.0,36,0.691,0.5379999999999999,80,4258,0.644,749.0,1674,2423.0,3,2,3
712812408,0,3,0,1,1,40.0,28,0.0,0.464,41,1921,0.544,1535.0,0,1535.0,3,3,2
712813458,4,3,0,1,0,49.0,36,0.127,0.25,35,1414,0.664,17246.0,2517,19763.0,0,2,4
712814658,0,3,0,1,0,50.0,43,0.626,0.745,82,4755,0.784,894.0,1499,2393.0,2,1,4
712815858,0,1,0,0,0,57.0,45,0.0,0.8370000000000001,79,3525,0.515,5330.0,0,5330.0,4,2,5
712816833,0,1,0,1,0,56.0,48,0.468,0.778,32,1425,0.441,2238.0,1965,4203.0,2,1,4
712817808,2,3,0,1,0,39.0,23,0.328,1.65,53,2045,0.69,3200.0,1561,4761.0,1,2,5
712820208,0,1,0,2,0,32.0,36,0.596,0.8059999999999999,56,2141,0.893,1090.0,1609,2699.0,4,2,5
712821333,2,0,0,1,0,60.0,47,0.266,0.613,50,1825,0.73,6935.0,2517,9452.0,3,3,3
712822758,0,0,0,1,0,52.0,33,0.247,0.758,58,2730,0.951,4274.0,1403,5677.0,3,3,6
712826208,1,3,0,1,0,39.0,26,0.5529999999999999,0.737,33,1487,0.5429999999999999,1151.0,1424,2575.0,2,1,5
712827258,1,0,0,1,0,37.0,25,0.0,0.925,77,5046,1.023,1438.3,0,1438.3,3,0,5
712828533,2,3,0,0,0,62.0,36,0.0,0.644,74,4820,0.563,2796.0,0,2796.0,2,1,3
712829808,2,0,0,1,1,39.0,29,0.0,0.333,40,2031,0.467,2187.0,0,2187.0,4,3,4
712831908,1,2,0,1,0,59.0,49,0.173,0.473,81,4556,0.6920000000000001,2878.0,603,3481.0,1,2,2
712833633,1,4,0,1,0,41.0,36,0.061,0.508,98,13866,0.682,10035.0,653,10688.0,3,1,2
712834533,0,3,0,0,0,51.0,39,0.477,1.027,75,4119,0.691,1398.0,1275,2673.0,4,2,5
712835433,0,0,0,1,0,49.0,36,0.0,0.825,73,4869,0.8059999999999999,1438.3,0,1438.3,3,3,5
712837233,4,1,0,0,0,46.0,36,0.114,0.528,55,3671,0.552,11519.0,1482,13001.0,3,1,3
712838358,0,0,0,1,0,40.0,31,0.0,0.7140000000000001,84,4702,0.5529999999999999,1438.3,0,1438.3,3,2,5
712839633,3,0,0,0,0,38.0,22,0.046,0.764,97,8871,0.8240000000000001,32921.0,1595,34516.0,3,1,2
712840608,0,0,0,1,0,55.0,43,0.363,0.977,85,4078,1.06,1743.0,993,2736.0,3,2,6
712841883,3,2,1,0,1,50.0,36,0.073,0.65,66,7155,0.735,31999.0,2517,34516.0,2,3,3
712843983,0,2,0,2,1,41.0,36,0.16399999999999998,0.667,45,2288,0.408,1312.0,257,1569.0,4,3,3
712845258,3,0,2,1,0,41.0,33,0.048,0.868,71,4161,0.8909999999999999,32874.0,1642,34516.0,2,3,5
712846458,3,1,0,2,0,45.0,39,0.1,0.6890000000000001,125,14709,0.815,12858.0,1432,14290.0,4,3,5
712847208,1,3,0,1,0,47.0,36,0.345,0.7859999999999999,50,1898,0.959,3515.0,1854,5369.0,3,2,5
712849158,3,1,0,2,1,55.0,44,0.126,0.467,44,2186,0.594,17305.0,2488,19793.0,3,3,4
712851108,0,1,0,1,0,51.0,31,0.152,0.594,51,2965,0.565,13009.0,2331,15340.0,5,1,5
712852233,0,3,0,0,0,64.0,53,0.115,0.857,78,4583,1.129,5898.0,765,6663.0,4,3,5
712853358,0,1,0,1,1,39.0,36,0.0,0.833,44,2216,0.583,1817.0,0,1817.0,2,3,2
712854633,0,3,0,0,0,49.0,39,0.0,0.727,57,2845,0.669,11320.0,0,11320.0,3,1,4
712855683,0,4,0,1,0,50.0,36,0.399,0.561,89,4906,0.7809999999999999,2015.0,1335,3350.0,2,2,1
712860858,0,3,0,1,0,56.0,45,0.0,0.795,70,4943,0.852,5264.0,0,5264.0,3,1,5
712863183,1,3,0,1,0,46.0,38,0.083,0.81,114,13819,0.8440000000000001,9189.0,829,10018.0,3,3,2
712864683,0,5,0,0,1,42.0,30,0.0,0.423,37,1693,0.373,1438.3,0,1438.3,3,3,2
712865583,1,3,0,1,0,57.0,49,0.762,1.226,69,3939,0.8420000000000001,784.0,2517,3301.0,2,2,4
712866933,2,3,0,1,0,51.0,32,0.0,0.738,73,3700,0.962,10824.0,0,10824.0,4,3,6
712867983,0,0,0,0,0,54.0,43,0.211,0.65,66,5177,0.733,2373.0,633,3006.0,4,1,6
712868733,0,0,0,1,0,60.0,52,0.8440000000000001,0.174,27,1562,0.276,406.0,2189,2595.0,2,1,5
712869783,0,3,0,0,0,56.0,36,0.0,0.795,79,4606,0.948,4255.0,0,4255.0,2,5,5
712872183,0,0,0,0,0,35.0,24,0.418,1.0,92,2464,0.7040000000000001,1904.0,1367,3271.0,2,2,4
712874433,0,3,0,0,0,45.0,36,0.276,0.765,90,5413,0.8140000000000001,1684.0,642,2326.0,0,1,2
712876233,3,3,0,0,0,53.0,36,0.287,0.435,33,1289,0.857,3757.0,1515,5272.0,2,3,5
712877733,3,3,0,1,0,48.0,42,0.109,0.647,84,4407,0.7829999999999999,11480.0,1402,12882.0,3,3,6
712879158,2,1,2,1,0,49.0,36,0.354,0.628,70,7693,0.8320000000000001,4023.0,2201,6224.0,3,2,2
712880283,1,0,0,1,0,31.0,22,0.275,0.607,45,1757,0.7170000000000001,2935.0,1113,4048.0,0,3,3
712881483,3,4,0,1,0,55.0,45,0.19,0.875,45,2041,1.043,8069.0,1890,9959.0,3,3,5
712884408,0,1,0,0,0,43.0,30,0.334,0.61,95,7939,0.649,3796.0,1904,5700.0,0,2,3
712885533,3,3,0,1,0,50.0,31,0.124,0.722,62,3291,0.413,10410.0,1472,11882.0,2,3,6
712886733,0,3,0,1,0,44.0,32,0.752,0.6729999999999999,87,4268,0.966,442.0,1338,1780.0,3,3,3
712887633,3,3,0,0,0,39.0,36,0.035,1.048,43,1753,0.8590000000000001,24132.0,876,25008.0,3,3,5
712890408,2,0,0,1,0,45.0,36,0.605,1.308,30,1338,0.8690000000000001,878.0,1343,2221.0,2,3,5
712891833,0,3,0,1,0,45.0,36,0.698,0.75,84,3875,0.723,821.0,1902,2723.0,1,1,3
712894308,3,1,0,1,0,47.0,37,0.0,0.7859999999999999,75,4345,0.7170000000000001,2888.0,0,2888.0,3,3,5
712895733,3,0,0,0,1,40.0,36,0.017,1.077,81,8659,1.05,33944.0,572,34516.0,2,3,6
712899333,0,2,0,0,0,47.0,37,0.255,0.381,29,1100,0.63,3172.0,1084,4256.0,2,2,6
712900308,0,2,0,0,1,44.0,34,0.0,0.423,37,2078,0.506,1751.0,0,1751.0,3,3,4
712901283,1,3,0,0,1,53.0,36,0.0,0.778,32,1464,0.618,2121.0,0,2121.0,2,3,2
712902483,2,1,0,1,0,35.0,24,0.8220000000000001,0.536,43,1895,0.624,367.0,1699,2066.0,2,2,3
712905708,0,3,0,1,0,53.0,39,0.604,0.6,40,1188,0.386,1026.0,1564,2590.0,4,2,5
712912233,0,4,0,2,0,50.0,36,0.64,0.627,122,14222,0.7829999999999999,1247.0,2221,3468.0,1,4,3
712914783,1,3,0,0,0,43.0,31,0.0,0.8220000000000001,82,4743,0.61,7564.0,0,7564.0,2,1,4
712916958,0,3,0,1,1,55.0,36,0.0,0.917,69,7026,0.5760000000000001,12494.0,0,12494.0,2,3,5
712918083,0,3,0,0,0,44.0,33,0.34700000000000003,0.66,88,7527,0.745,1443.0,768,2211.0,1,3,1
712920633,1,3,0,1,0,49.0,35,0.0,0.6459999999999999,79,4348,0.618,1438.3,0,1438.3,1,1,4
712924383,2,3,0,0,1,55.0,36,0.116,0.375,22,990,1.029,7432.0,979,8411.0,2,2,3
712925808,1,3,0,1,1,51.0,36,0.0,0.395,60,4724,0.999,2710.0,0,2710.0,2,3,2
712927383,0,0,0,0,1,51.0,36,0.446,0.4,49,1939,0.405,796.3,642,1438.3,3,3,3
712931733,0,3,0,0,0,49.0,36,0.477,0.608,82,7136,0.6609999999999999,1379.0,1257,2636.0,3,1,1
712933083,3,0,0,0,0,37.0,36,0.76,0.441,49,2292,0.862,749.0,2378,3127.0,2,1,6
712934583,0,0,1,1,0,44.0,36,0.0,0.938,62,3490,0.735,11879.0,0,11879.0,0,3,6
712936908,2,3,0,0,0,36.0,36,0.153,0.7959999999999999,88,2969,0.8059999999999999,9898.0,1786,11684.0,1,1,3
712938258,0,3,1,0,0,45.0,32,0.127,0.843,94,8328,0.852,11082.0,1613,12695.0,3,1,2
712939533,2,3,0,1,0,43.0,35,0.046,0.75,70,3789,0.631,20599.0,986,21585.0,0,3,4
712940508,1,3,0,0,0,39.0,24,0.377,1.5,50,1896,0.8959999999999999,2841.0,1721,4562.0,4,1,3
712941483,1,4,1,1,1,51.0,43,0.0,0.848,61,6826,0.762,3735.0,0,3735.0,3,3,1
712942308,2,5,0,0,0,42.0,36,0.132,0.718,67,3730,0.664,10008.0,1527,11535.0,3,1,6
712943508,0,3,0,1,0,48.0,36,0.14800000000000002,0.927,79,4608,0.816,5898.0,1023,6921.0,0,3,5
712947333,0,3,0,1,1,54.0,43,0.0,0.6920000000000001,44,1653,0.33,5139.0,0,5139.0,0,3,3
712948383,2,3,2,1,0,48.0,36,0.0,0.562,100,7396,0.72,34516.0,0,34516.0,1,6,1
712949733,1,1,0,0,0,46.0,37,0.313,0.419,61,3536,0.403,4355.0,1985,6340.0,3,2,3
712950783,0,0,0,1,1,48.0,38,0.0,0.455,16,739,0.76,2732.0,0,2732.0,3,2,3
712952283,4,3,0,1,0,50.0,35,0.047,0.833,121,14474,0.7609999999999999,32878.0,1638,34516.0,2,1,1
712953483,0,3,0,0,1,64.0,36,0.0,0.5,39,1811,0.75,1682.0,0,1682.0,4,3,1
712955433,1,0,0,1,0,36.0,16,0.28,0.552,90,7223,0.648,3148.0,1222,4370.0,2,2,1
712960308,0,1,0,0,0,33.0,36,0.29100000000000004,0.649,61,2117,1.03,5720.0,2350,8070.0,1,1,4
712961658,0,0,0,1,0,45.0,32,0.6709999999999999,0.95,78,5321,0.644,1097.0,2238,3335.0,1,1,1
712965183,0,3,0,1,0,63.0,52,0.7809999999999999,0.75,35,1188,0.416,588.0,2101,2689.0,3,2,5
712966458,3,3,0,1,0,51.0,36,0.0,0.769,115,14807,0.7290000000000001,8065.0,0,8065.0,3,2,3
712967508,2,5,0,1,0,47.0,36,0.425,0.83,86,5038,0.615,1479.0,1093,2572.0,2,1,4
712968708,1,1,0,0,0,55.0,47,0.76,0.773,78,5167,0.792,563.0,1780,2343.0,1,3,2
712971708,0,3,0,0,0,43.0,26,0.34700000000000003,0.778,80,4648,1.034,2050.0,1089,3139.0,3,0,6
712973733,2,3,0,1,0,58.0,36,0.101,0.462,38,1393,0.34600000000000003,13127.0,1480,14607.0,2,2,3
712974558,0,2,0,0,0,56.0,43,0.0,0.7120000000000001,89,4546,0.6509999999999999,5254.0,0,5254.0,1,3,1
712977183,1,0,1,0,0,57.0,36,0.055,1.444,22,1421,0.706,18410.0,1072,19482.0,0,3,6
712979133,3,1,0,1,1,55.0,41,0.033,0.25,10,646,1.031,26660.0,900,27560.0,2,2,2
712980333,2,3,0,2,0,33.0,36,0.077,0.833,66,2584,0.731,22301.0,1848,24149.0,3,3,6
712981383,0,2,1,1,0,44.0,37,0.179,1.286,16,1052,0.75,8860.0,1930,10790.0,2,2,3
712982808,3,5,0,2,1,47.0,32,0.0,0.5,42,2388,0.454,1438.3,0,1438.3,3,3,1
712984983,0,3,0,1,0,43.0,30,0.8240000000000001,0.906,101,7739,0.6659999999999999,395.0,1853,2248.0,2,3,1
712986483,3,2,0,1,0,32.0,36,0.0,0.659,73,3993,0.589,15412.0,0,15412.0,2,5,3
712987608,0,5,0,0,0,51.0,40,0.802,0.909,84,4263,0.866,285.3,1153,1438.3,3,3,3
712988958,2,3,0,0,0,42.0,33,0.857,0.722,62,3253,0.986,290.0,1731,2021.0,0,2,5
712990458,0,3,1,1,0,44.0,34,0.062,0.687,113,13653,0.8109999999999999,29723.0,1976,31699.0,1,2,2
712991808,2,0,0,1,0,53.0,48,0.69,1.6,26,1596,1.3230000000000002,761.0,1690,2451.0,1,5,2
712993008,0,3,0,0,0,58.0,48,0.493,0.889,68,4533,0.809,1937.0,1882,3819.0,1,3,4
712996833,0,1,0,1,0,40.0,33,0.472,0.72,86,4309,0.695,1263.0,1129,2392.0,2,2,4
712998033,4,1,0,0,1,37.0,36,0.0,0.5710000000000001,44,2109,0.59,7361.0,0,7361.0,2,2,3
712999008,0,3,0,0,0,40.0,33,0.674,0.6,72,4316,0.7879999999999999,857.0,1771,2628.0,1,1,3
713000058,1,3,1,1,0,51.0,44,0.0,0.63,75,4075,0.627,16406.0,0,16406.0,3,2,4
713003358,3,3,0,0,1,40.0,30,0.005,0.379,40,4983,1.017,29179.0,159,29338.0,2,2,2
713004933,2,1,0,1,1,40.0,27,0.342,0.378,51,2634,0.58,4481.0,2332,6813.0,1,2,3
713005908,1,3,0,1,0,47.0,36,0.769,0.7290000000000001,83,4772,0.903,522.0,1733,2255.0,3,2,5
713008308,0,3,0,1,0,59.0,47,0.218,0.5,42,1861,1.423,6014.0,1678,7692.0,2,3,5
713009208,0,3,0,0,0,54.0,44,0.787,0.833,66,4292,0.7709999999999999,443.0,1634,2077.0,3,2,3
713010483,1,3,0,1,0,43.0,36,0.81,0.6759999999999999,57,1572,0.6940000000000001,557.0,2379,2936.0,3,1,6
713011683,0,2,0,1,1,37.0,24,0.0,0.162,43,2055,0.32,11239.0,0,11239.0,4,2,4
713013483,0,3,0,2,0,40.0,36,0.636,0.611,58,3754,0.464,523.3,915,1438.3,3,3,5
713014533,1,3,0,0,0,54.0,43,0.28300000000000003,1.065,64,3557,0.951,4036.0,1596,5632.0,4,3,6
713015433,0,3,0,1,0,50.0,36,0.458,0.775,71,4543,0.736,1305.0,1102,2407.0,3,4,2
713016633,2,1,0,0,0,47.0,36,0.29600000000000004,1.0,36,1984,0.537,3762.0,1582,5344.0,2,3,4
713017758,0,0,0,0,0,47.0,32,0.6940000000000001,0.809,85,5056,0.754,501.0,1135,1636.0,2,2,6
713019783,1,1,0,1,0,41.0,35,0.679,0.8,72,4081,0.863,850.0,1794,2644.0,3,3,3
713021208,0,2,1,0,1,55.0,36,0.0,0.212,40,1353,0.399,34516.0,0,34516.0,3,3,2
713023158,1,2,0,1,0,39.0,31,0.7390000000000001,0.733,78,4239,0.948,758.0,2143,2901.0,2,1,3
713025558,0,5,0,0,1,53.0,38,0.0,0.469,47,1935,0.3670000000000001,1438.3,0,1438.3,3,2,3
713027058,0,5,0,0,1,46.0,36,0.0,0.409,31,2595,0.568,2292.0,0,2292.0,3,2,2
713029683,0,3,0,0,0,64.0,36,0.25,0.608,82,4738,1.154,1405.0,468,1873.0,1,4,5
713030958,0,2,0,1,0,57.0,44,0.0,0.8,54,1964,0.524,3914.0,0,3914.0,2,3,6
713032233,0,3,0,0,0,53.0,36,0.8390000000000001,0.7659999999999999,83,4812,0.61,437.0,2271,2708.0,4,1,5
713036208,1,3,0,1,0,46.0,27,0.303,0.911,107,15751,0.919,4812.0,2091,6903.0,2,2,2
713037333,3,3,0,0,0,63.0,55,0.0,0.6759999999999999,57,3561,0.511,21430.0,0,21430.0,2,1,6
713039808,0,2,0,1,0,45.0,32,0.0,0.6,48,1801,0.675,6637.0,0,6637.0,1,2,3
713041683,4,3,0,1,1,55.0,36,0.0,0.478,34,1867,0.544,4697.0,0,4697.0,4,2,3
713043183,1,1,0,0,0,61.0,48,0.7659999999999999,0.787,84,4313,0.644,603.0,1969,2572.0,4,2,3
713047608,0,2,0,1,1,40.0,36,0.843,0.952,41,2134,0.449,374.0,2013,2387.0,3,1,6
713048733,4,0,0,1,0,50.0,40,0.054000000000000006,0.364,75,4054,0.35600000000000004,32645.0,1871,34516.0,1,1,3
713049933,0,1,0,1,0,65.0,36,0.0,0.63,44,2144,1.046,5756.0,0,5756.0,2,2,5
713053383,3,3,0,1,1,42.0,36,0.023,0.091,12,853,0.8029999999999999,33735.0,781,34516.0,3,1,1
713056083,4,1,0,0,0,52.0,46,0.0,0.706,87,4037,0.775,34516.0,0,34516.0,4,2,4
713057658,0,3,0,2,0,48.0,36,0.236,0.674,72,4128,0.649,3033.0,935,3968.0,4,1,5
713058858,0,3,0,1,1,54.0,46,0.539,0.5,48,2130,0.449,782.0,913,1695.0,2,3,5
713060283,1,3,0,1,0,43.0,34,0.163,1.189,81,3746,1.127,5971.0,1164,7135.0,3,1,5
713063958,3,3,0,0,0,51.0,39,0.14300000000000002,0.7,85,5010,0.561,6482.0,1080,7562.0,3,1,1
713064783,1,3,0,1,0,60.0,48,0.384,0.7659999999999999,83,4205,0.763,3305.0,2057,5362.0,4,3,3
713067033,0,0,0,0,0,37.0,28,0.199,1.273,50,2539,0.821,5723.0,1424,7147.0,3,3,5
713068833,0,0,0,0,0,44.0,32,0.622,0.932,85,4687,0.762,544.3,894,1438.3,1,2,2
713070033,0,3,0,0,0,56.0,43,0.547,0.7559999999999999,79,4830,0.737,651.3,787,1438.3,2,3,5
713071383,0,3,0,0,0,54.0,36,0.464,0.6779999999999999,99,8554,0.595,1995.0,1728,3723.0,3,3,1
713072358,3,3,1,1,0,42.0,31,0.039,0.825,104,12878,0.71,33160.0,1356,34516.0,3,1,2
713075283,4,1,0,0,0,51.0,36,0.121,1.04,51,1818,0.8,18237.0,2504,20741.0,4,1,5
713079108,0,3,0,1,0,51.0,42,0.498,0.6,72,3660,1.056,933.0,925,1858.0,2,3,5
713081583,0,3,0,1,0,51.0,32,0.541,0.911,86,4647,0.873,1078.0,1272,2350.0,3,2,2
713082708,0,1,0,1,0,41.0,36,0.2,0.489,67,4183,0.342,3962.0,991,4953.0,2,2,6
713084208,1,2,0,1,1,43.0,32,0.0,0.484,46,2397,0.623,4373.0,0,4373.0,3,3,6
713086008,0,1,0,1,0,58.0,47,0.935,1.833,34,1731,1.269,170.0,2439,2609.0,0,1,6
713086908,1,1,0,0,0,26.0,36,0.755,0.545,51,2520,0.777,542.0,1670,2212.0,2,2,5
713087958,4,1,0,2,0,53.0,36,0.039,0.635,85,7919,0.7040000000000001,33179.0,1337,34516.0,2,3,3
713089458,0,1,0,1,0,44.0,33,0.132,0.5920000000000001,78,3411,0.747,5322.0,808,6130.0,2,2,5
